transaction_id,date,time,product_id,product_name,category,quantity_sold,unit_price,unit_type,current_stock,reorder_point,is_payday_period,promo_flag,remarks
TXN-08584,2/5/2026,9:20,P002,Nescafe Classic Sachet,Coffee & Breakfast Items,8,8,Sachet,258,45,0,1,Promo sale
TXN-08585,2/5/2026,9:25,P007,Lucky Me Pancit Canton,"Noodles, Pasta & Canned Goods",8,17,Pack,498,75,0,1,Promo sale
TXN-08586,2/5/2026,9:40,P037,Egg Medium,"Eggs, Chilled & Frozen Items",8,9,Piece,388,90,0,1,Promo sale
TXN-08587,2/5/2026,10:30,P028,Tang Orange Sachet,Drinks & Powdered Beverages,1,20,Sachet,123,30,0,1,Promo sale
TXN-08588,2/5/2026,10:35,P009,Mega Sardines 155g,"Noodles, Pasta & Canned Goods",5,23,Can,100,45,0,1,Promo sale
TXN-08589,2/5/2026,11:05,P035,Magic Sarap Sachet,"Condiments, Sauces & Cooking Needs",6,5,Sachet,61,50,0,1,Promo sale
TXN-08590,2/5/2026,11:10,P005,Great Taste White Sachet,Coffee & Breakfast Items,11,12,Sachet,221,50,0,1,Promo sale
TXN-08591,2/5/2026,11:15,P027,Zesto Orange 200ml,Drinks & Powdered Beverages,3,12,Pack,277,45,0,1,Promo sale
TXN-08592,2/5/2026,11:45,P019,Oishi Prawn Crackers,"Snacks, Biscuits & Sweets",8,8,Pack,129,45,0,1,Promo sale
TXN-08593,2/5/2026,11:55,P026,C2 Green Tea 355ml,Drinks & Powdered Beverages,2,20,Bottle,146,35,0,1,Promo sale
TXN-08594,2/5/2026,12:05,P040,Ariel Detergent Sachet,Laundry & Cleaning,5,8,Sachet,344,55,0,1,Promo sale
TXN-08595,2/5/2026,12:10,P013,UFC Spaghetti Sauce 250g,"Noodles, Pasta & Canned Goods",3,28,Pack,94,25,0,1,Promo sale
TXN-08596,2/5/2026,12:30,P045,Colgate Sachet,Personal Care,5,7,Sachet,75,35,0,1,Promo sale
TXN-08597,2/5/2026,13:30,P015,Nova Multigrain Snack 40g,"Snacks, Biscuits & Sweets",1,18,Pack,109,45,0,1,Promo sale
TXN-08598,2/5/2026,13:40,P039,Eden Cheese 160g,"Eggs, Chilled & Frozen Items",1,68,Pack,123,20,0,1,Promo sale
TXN-08599,2/5/2026,13:55,P020,Chippy BBQ 27g,"Snacks, Biscuits & Sweets",5,8,Pack,147,45,0,1,Promo sale
TXN-08600,2/5/2026,14:50,P011,555 Tuna Afritada 155g,"Noodles, Pasta & Canned Goods",2,32,Can,150,25,0,1,Promo sale
TXN-08601,2/5/2026,15:00,P043,Zonrox Bleach 250ml,Laundry & Cleaning,3,22,Bottle,119,25,0,1,Promo sale
TXN-08602,2/5/2026,15:25,P022,Mineral Water 500ml,Drinks & Powdered Beverages,12,12,Bottle,415,80,0,1,Promo sale
TXN-08603,2/5/2026,15:30,P048,GCash Cash-In Service,Mobile Load & Digital Services,3,10,Service,1924,120,0,1,Promo sale
TXN-08604,2/5/2026,16:25,P017,SkyFlakes Crackers,"Snacks, Biscuits & Sweets",3,9,Pack,144,40,0,1,Promo sale
TXN-08605,2/5/2026,17:40,P003,Milo Sachet 24g,Coffee & Breakfast Items,11,12,Sachet,230,45,0,1,Promo sale
TXN-08606,2/5/2026,17:45,P004,Bear Brand Powdered Milk,Coffee & Breakfast Items,8,13,Sachet,122,40,0,1,Promo sale
TXN-08607,2/5/2026,18:05,P047,Mobile Load 50,Mobile Load & Digital Services,4,50,Load,1520,120,0,1,Promo sale
TXN-08608,2/5/2026,18:10,P012,Argentina Corned Beef 150g,"Noodles, Pasta & Canned Goods",1,39,Can,83,30,0,1,Promo sale
TXN-08609,2/5/2026,18:35,P016,Cloud 9 Classic,"Snacks, Biscuits & Sweets",6,10,Piece,255,50,0,1,Promo sale
TXN-08610,2/5/2026,18:35,P029,Rice per Kilo,Rice & Staples,13,48,Kilo,497,80,0,1,Promo sale
TXN-08611,2/5/2026,18:35,P032,Cooking Oil 250ml,"Condiments, Sauces & Cooking Needs",5,38,Bottle,112,30,0,1,Promo sale
TXN-08612,2/5/2026,18:50,P025,Royal Tru-Orange 1.5L,Drinks & Powdered Beverages,1,75,Bottle,58,25,0,1,Promo sale
TXN-08613,2/5/2026,19:35,P001,Kopiko Blanca Sachet,Coffee & Breakfast Items,6,13,Sachet,298,55,0,1,Promo sale
TXN-08614,2/5/2026,19:35,P023,Coca-Cola 1.5L,Drinks & Powdered Beverages,8,75,Bottle,81,35,0,1,Promo sale
TXN-08615,2/5/2026,20:35,P014,Piattos Cheese 40g,"Snacks, Biscuits & Sweets",5,18,Pack,166,60,0,1,Promo sale
TXN-08616,2/5/2026,20:35,P031,White Sugar 1/2 Kilo,Rice & Staples,1,38,Pack,157,35,0,1,Promo sale
TXN-08617,2/5/2026,20:35,P038,Tender Juicy Hotdog 250g,"Eggs, Chilled & Frozen Items",1,75,Pack,36,18,0,1,Promo sale
TXN-08618,2/6/2026,8:45,P047,Mobile Load 50,Mobile Load & Digital Services,6,50,Load,1520,120,0,0,Regular sale
TXN-08619,2/6/2026,8:55,P001,Kopiko Blanca Sachet,Coffee & Breakfast Items,10,13,Sachet,288,55,0,0,Regular sale
TXN-08620,2/6/2026,9:05,P041,Surf Detergent Sachet,Laundry & Cleaning,3,7,Sachet,456,55,0,0,Regular sale
TXN-08621,2/6/2026,10:30,P006,Energen Vanilla Sachet,Coffee & Breakfast Items,4,10,Sachet,78,35,0,0,Regular sale
TXN-08622,2/6/2026,10:35,P009,Mega Sardines 155g,"Noodles, Pasta & Canned Goods",10,23,Can,90,45,0,0,Regular sale
TXN-08623,2/6/2026,11:00,P019,Oishi Prawn Crackers,"Snacks, Biscuits & Sweets",6,8,Pack,123,45,0,0,Regular sale
TXN-08624,2/6/2026,11:05,P029,Rice per Kilo,Rice & Staples,4,48,Kilo,493,80,0,0,Regular sale
TXN-08625,2/6/2026,11:10,P027,Zesto Orange 200ml,Drinks & Powdered Beverages,2,12,Pack,275,45,0,0,Regular sale
TXN-08626,2/6/2026,11:10,P040,Ariel Detergent Sachet,Laundry & Cleaning,2,8,Sachet,342,55,0,0,Regular sale
TXN-08627,2/6/2026,11:15,P011,555 Tuna Afritada 155g,"Noodles, Pasta & Canned Goods",2,32,Can,148,25,0,0,Regular sale
TXN-08628,2/6/2026,11:20,P044,Safeguard Soap 60g,Personal Care,3,28,Piece,213,35,0,0,Regular sale
TXN-08629,2/6/2026,11:35,P049,Face Mask 5pcs,Personal Care,2,20,Pack,126,20,0,0,Regular sale
TXN-08630,2/6/2026,12:00,P028,Tang Orange Sachet,Drinks & Powdered Beverages,3,20,Sachet,120,30,0,0,Regular sale
TXN-08631,2/6/2026,12:20,P043,Zonrox Bleach 250ml,Laundry & Cleaning,1,22,Bottle,118,25,0,0,Regular sale
TXN-08632,2/6/2026,12:50,P015,Nova Multigrain Snack 40g,"Snacks, Biscuits & Sweets",3,18,Pack,106,45,0,0,Regular sale
TXN-08633,2/6/2026,13:35,P033,Silver Swan Soy Sauce,"Condiments, Sauces & Cooking Needs",2,23,Bottle,178,30,0,0,Regular sale
TXN-08634,2/6/2026,14:00,P023,Coca-Cola 1.5L,Drinks & Powdered Beverages,8,75,Bottle,73,35,0,0,Regular sale
TXN-08635,2/6/2026,14:55,P005,Great Taste White Sachet,Coffee & Breakfast Items,10,12,Sachet,211,50,0,0,Regular sale
TXN-08636,2/6/2026,15:00,P002,Nescafe Classic Sachet,Coffee & Breakfast Items,10,8,Sachet,248,45,0,0,Regular sale
TXN-08637,2/6/2026,15:30,P048,GCash Cash-In Service,Mobile Load & Digital Services,3,10,Service,1924,120,0,0,Regular sale
TXN-08638,2/6/2026,15:40,P045,Colgate Sachet,Personal Care,9,7,Sachet,66,35,0,0,Regular sale
TXN-08639,2/6/2026,15:45,P030,Brown Sugar 1/2 Kilo,Rice & Staples,1,36,Pack,229,35,0,0,Regular sale
TXN-08640,2/6/2026,16:15,P046,Palmolive Shampoo Sachet,Personal Care,1,7,Sachet,63,40,0,0,Regular sale
TXN-08641,2/6/2026,16:35,P037,Egg Medium,"Eggs, Chilled & Frozen Items",6,9,Piece,382,90,0,0,Regular sale
TXN-08642,2/6/2026,16:55,P007,Lucky Me Pancit Canton,"Noodles, Pasta & Canned Goods",8,17,Pack,490,75,0,0,Regular sale
TXN-08643,2/6/2026,17:05,P039,Eden Cheese 160g,"Eggs, Chilled & Frozen Items",4,68,Pack,119,20,0,0,Regular sale
TXN-08644,2/6/2026,17:10,P018,Fudgee Barr Chocolate,"Snacks, Biscuits & Sweets",4,10,Piece,250,45,0,0,Regular sale
TXN-08645,2/6/2026,17:20,P024,Sprite 1.5L,Drinks & Powdered Beverages,2,75,Bottle,73,30,0,0,Regular sale
TXN-08646,2/6/2026,17:50,P008,Lucky Me Beef Noodles,"Noodles, Pasta & Canned Goods",10,11,Pack,335,55,0,0,Regular sale
TXN-08647,2/6/2026,18:05,P050,Ballpen Black,School & Office Supplies,1,10,Piece,28,25,0,0,Regular sale
TXN-08648,2/6/2026,18:15,P003,Milo Sachet 24g,Coffee & Breakfast Items,5,12,Sachet,225,45,0,0,Regular sale
TXN-08649,2/6/2026,18:25,P021,Rebisco Crackers,"Snacks, Biscuits & Sweets",4,8,Pack,81,35,0,0,Regular sale
TXN-08650,2/6/2026,18:30,P016,Cloud 9 Classic,"Snacks, Biscuits & Sweets",1,10,Piece,254,50,0,0,Regular sale
TXN-08651,2/6/2026,18:35,P010,Century Tuna 180g,"Noodles, Pasta & Canned Goods",1,43,Can,84,30,0,0,Regular sale
TXN-08652,2/6/2026,18:35,P020,Chippy BBQ 27g,"Snacks, Biscuits & Sweets",6,8,Pack,141,45,0,0,Regular sale
TXN-08653,2/6/2026,19:35,P004,Bear Brand Powdered Milk,Coffee & Breakfast Items,7,13,Sachet,115,40,0,0,Regular sale
TXN-08654,2/6/2026,19:45,P022,Mineral Water 500ml,Drinks & Powdered Beverages,6,12,Bottle,409,80,0,0,Regular sale
TXN-08655,2/6/2026,19:45,P035,Magic Sarap Sachet,"Condiments, Sauces & Cooking Needs",6,5,Sachet,55,50,0,0,Regular sale
TXN-08656,2/7/2026,9:25,P009,Mega Sardines 155g,"Noodles, Pasta & Canned Goods",4,23,Can,86,45,0,0,Weekend demand
TXN-08657,2/7/2026,9:40,P034,Datu Puti Vinegar 350ml,"Condiments, Sauces & Cooking Needs",4,18,Bottle,144,25,0,0,Weekend demand
TXN-08658,2/7/2026,10:20,P023,Coca-Cola 1.5L,Drinks & Powdered Beverages,6,75,Bottle,67,35,0,0,Weekend demand
TXN-08659,2/7/2026,10:45,P019,Oishi Prawn Crackers,"Snacks, Biscuits & Sweets",5,8,Pack,118,45,0,0,Weekend demand
TXN-08660,2/7/2026,10:55,P038,Tender Juicy Hotdog 250g,"Eggs, Chilled & Frozen Items",1,75,Pack,35,18,0,0,Weekend demand
TXN-08661,2/7/2026,11:05,P040,Ariel Detergent Sachet,Laundry & Cleaning,8,8,Sachet,334,55,0,0,Weekend demand
TXN-08662,2/7/2026,11:10,P026,C2 Green Tea 355ml,Drinks & Powdered Beverages,4,20,Bottle,142,35,0,0,Weekend demand
TXN-08663,2/7/2026,11:20,P033,Silver Swan Soy Sauce,"Condiments, Sauces & Cooking Needs",2,23,Bottle,176,30,0,0,Weekend demand
TXN-08664,2/7/2026,11:45,P015,Nova Multigrain Snack 40g,"Snacks, Biscuits & Sweets",3,18,Pack,103,45,0,0,Weekend demand
TXN-08665,2/7/2026,12:05,P006,Energen Vanilla Sachet,Coffee & Breakfast Items,6,10,Sachet,72,35,0,0,Weekend demand
TXN-08666,2/7/2026,12:05,P028,Tang Orange Sachet,Drinks & Powdered Beverages,2,20,Sachet,118,30,0,0,Weekend demand
TXN-08667,2/7/2026,12:15,P007,Lucky Me Pancit Canton,"Noodles, Pasta & Canned Goods",9,17,Pack,481,75,0,0,Weekend demand
TXN-08668,2/7/2026,12:15,P030,Brown Sugar 1/2 Kilo,Rice & Staples,4,36,Pack,225,35,0,0,Weekend demand
TXN-08669,2/7/2026,12:20,P024,Sprite 1.5L,Drinks & Powdered Beverages,4,75,Bottle,69,30,0,0,Weekend demand
TXN-08670,2/7/2026,12:25,P050,Ballpen Black,School & Office Supplies,1,10,Piece,194,25,0,0,Weekend demand
TXN-08671,2/7/2026,12:50,P008,Lucky Me Beef Noodles,"Noodles, Pasta & Canned Goods",5,11,Pack,330,55,0,0,Weekend demand
TXN-08672,2/7/2026,13:20,P001,Kopiko Blanca Sachet,Coffee & Breakfast Items,10,13,Sachet,278,55,0,0,Weekend demand
TXN-08673,2/7/2026,13:40,P029,Rice per Kilo,Rice & Staples,10,48,Kilo,483,80,0,0,Weekend demand
TXN-08674,2/7/2026,13:50,P005,Great Taste White Sachet,Coffee & Breakfast Items,11,12,Sachet,200,50,0,0,Weekend demand
TXN-08675,2/7/2026,14:50,P048,GCash Cash-In Service,Mobile Load & Digital Services,3,10,Service,1924,120,0,0,Weekend demand
TXN-08676,2/7/2026,15:30,P031,White Sugar 1/2 Kilo,Rice & Staples,1,38,Pack,156,35,0,0,Weekend demand
TXN-08677,2/7/2026,15:45,P035,Magic Sarap Sachet,"Condiments, Sauces & Cooking Needs",1,5,Sachet,54,50,0,0,Weekend demand
TXN-08678,2/7/2026,15:50,P018,Fudgee Barr Chocolate,"Snacks, Biscuits & Sweets",7,10,Piece,243,45,0,0,Weekend demand
TXN-08679,2/7/2026,16:15,P022,Mineral Water 500ml,Drinks & Powdered Beverages,8,12,Bottle,401,80,0,0,Weekend demand
TXN-08680,2/7/2026,16:20,P045,Colgate Sachet,Personal Care,8,7,Sachet,58,35,0,0,Weekend demand
TXN-08681,2/7/2026,16:40,P044,Safeguard Soap 60g,Personal Care,2,28,Piece,211,35,0,0,Weekend demand
TXN-08682,2/7/2026,16:45,P014,Piattos Cheese 40g,"Snacks, Biscuits & Sweets",6,18,Pack,160,60,0,0,Weekend demand
TXN-08683,2/7/2026,16:50,P037,Egg Medium,"Eggs, Chilled & Frozen Items",10,9,Piece,372,90,0,0,Weekend demand
TXN-08684,2/7/2026,17:30,P041,Surf Detergent Sachet,Laundry & Cleaning,4,7,Sachet,452,55,0,0,Weekend demand
TXN-08685,2/7/2026,18:30,P004,Bear Brand Powdered Milk,Coffee & Breakfast Items,3,13,Sachet,112,40,0,0,Weekend demand
TXN-08686,2/7/2026,18:50,P003,Milo Sachet 24g,Coffee & Breakfast Items,8,12,Sachet,217,45,0,0,Weekend demand
TXN-08687,2/7/2026,18:55,P036,Gardenia Tasty Bread,Bread & Bakery,2,78,Loaf,36,18,0,0,Weekend demand
TXN-08688,2/7/2026,19:20,P002,Nescafe Classic Sachet,Coffee & Breakfast Items,4,8,Sachet,244,45,0,0,Weekend demand
TXN-08689,2/7/2026,19:25,P016,Cloud 9 Classic,"Snacks, Biscuits & Sweets",4,10,Piece,250,50,0,0,Weekend demand
TXN-08690,2/8/2026,8:00,P019,Oishi Prawn Crackers,"Snacks, Biscuits & Sweets",8,8,Pack,110,45,0,0,Weekend demand
TXN-08691,2/8/2026,8:05,P027,Zesto Orange 200ml,Drinks & Powdered Beverages,6,12,Pack,269,45,0,0,Weekend demand
TXN-08692,2/8/2026,8:40,P022,Mineral Water 500ml,Drinks & Powdered Beverages,7,12,Bottle,394,80,0,0,Weekend demand
TXN-08693,2/8/2026,9:15,P046,Palmolive Shampoo Sachet,Personal Care,3,7,Sachet,60,40,0,0,Weekend demand
TXN-08694,2/8/2026,10:30,P002,Nescafe Classic Sachet,Coffee & Breakfast Items,9,8,Sachet,235,45,0,0,Weekend demand
TXN-08695,2/8/2026,10:45,P035,Magic Sarap Sachet,"Condiments, Sauces & Cooking Needs",3,5,Sachet,277,50,0,0,Weekend demand
TXN-08696,2/8/2026,10:55,P034,Datu Puti Vinegar 350ml,"Condiments, Sauces & Cooking Needs",2,18,Bottle,142,25,0,0,Weekend demand
TXN-08697,2/8/2026,11:05,P016,Cloud 9 Classic,"Snacks, Biscuits & Sweets",6,10,Piece,244,50,0,0,Weekend demand
TXN-08698,2/8/2026,11:05,P028,Tang Orange Sachet,Drinks & Powdered Beverages,7,20,Sachet,111,30,0,0,Weekend demand
TXN-08699,2/8/2026,11:55,P041,Surf Detergent Sachet,Laundry & Cleaning,3,7,Sachet,449,55,0,0,Weekend demand
TXN-08700,2/8/2026,12:05,P015,Nova Multigrain Snack 40g,"Snacks, Biscuits & Sweets",5,18,Pack,98,45,0,0,Weekend demand
TXN-08701,2/8/2026,12:05,P031,White Sugar 1/2 Kilo,Rice & Staples,5,38,Pack,151,35,0,0,Weekend demand
TXN-08702,2/8/2026,12:35,P012,Argentina Corned Beef 150g,"Noodles, Pasta & Canned Goods",1,39,Can,82,30,0,0,Weekend demand
TXN-08703,2/8/2026,12:55,P048,GCash Cash-In Service,Mobile Load & Digital Services,4,10,Service,1924,120,0,0,Weekend demand
TXN-08704,2/8/2026,13:05,P021,Rebisco Crackers,"Snacks, Biscuits & Sweets",4,8,Pack,77,35,0,0,Weekend demand
TXN-08705,2/8/2026,13:30,P025,Royal Tru-Orange 1.5L,Drinks & Powdered Beverages,2,75,Bottle,56,25,0,0,Weekend demand
TXN-08706,2/8/2026,14:00,P029,Rice per Kilo,Rice & Staples,9,48,Kilo,474,80,0,0,Weekend demand
TXN-08707,2/8/2026,14:10,P013,UFC Spaghetti Sauce 250g,"Noodles, Pasta & Canned Goods",3,28,Pack,91,25,0,0,Weekend demand
TXN-08708,2/8/2026,15:10,P009,Mega Sardines 155g,"Noodles, Pasta & Canned Goods",2,23,Can,84,45,0,0,Weekend demand
TXN-08709,2/8/2026,15:10,P023,Coca-Cola 1.5L,Drinks & Powdered Beverages,6,75,Bottle,61,35,0,0,Weekend demand
TXN-08710,2/8/2026,15:35,P014,Piattos Cheese 40g,"Snacks, Biscuits & Sweets",12,18,Pack,148,60,0,0,Weekend demand
TXN-08711,2/8/2026,15:35,P040,Ariel Detergent Sachet,Laundry & Cleaning,6,8,Sachet,328,55,0,0,Weekend demand
TXN-08712,2/8/2026,16:00,P032,Cooking Oil 250ml,"Condiments, Sauces & Cooking Needs",2,38,Bottle,110,30,0,0,Weekend demand
TXN-08713,2/8/2026,16:10,P004,Bear Brand Powdered Milk,Coffee & Breakfast Items,3,13,Sachet,109,40,0,0,Weekend demand
TXN-08714,2/8/2026,16:55,P036,Gardenia Tasty Bread,Bread & Bakery,1,78,Loaf,35,18,0,0,Weekend demand
TXN-08715,2/8/2026,17:35,P003,Milo Sachet 24g,Coffee & Breakfast Items,8,12,Sachet,209,45,0,0,Weekend demand
TXN-08716,2/8/2026,17:35,P018,Fudgee Barr Chocolate,"Snacks, Biscuits & Sweets",2,10,Piece,241,45,0,0,Weekend demand
TXN-08717,2/8/2026,17:40,P001,Kopiko Blanca Sachet,Coffee & Breakfast Items,11,13,Sachet,267,55,0,0,Weekend demand
TXN-08718,2/8/2026,17:40,P038,Tender Juicy Hotdog 250g,"Eggs, Chilled & Frozen Items",3,75,Pack,32,18,0,0,Weekend demand
TXN-08719,2/8/2026,17:40,P043,Zonrox Bleach 250ml,Laundry & Cleaning,2,22,Bottle,116,25,0,0,Weekend demand
TXN-08720,2/8/2026,18:15,P042,Joy Dishwashing Sachet,Laundry & Cleaning,4,8,Sachet,174,40,0,0,Weekend demand
TXN-08721,2/8/2026,18:25,P005,Great Taste White Sachet,Coffee & Breakfast Items,7,12,Sachet,193,50,0,0,Weekend demand
TXN-08722,2/8/2026,18:30,P047,Mobile Load 50,Mobile Load & Digital Services,4,50,Load,1520,120,0,0,Weekend demand
TXN-08723,2/8/2026,19:00,P037,Egg Medium,"Eggs, Chilled & Frozen Items",14,9,Piece,358,90,0,0,Weekend demand
TXN-08724,2/8/2026,19:45,P026,C2 Green Tea 355ml,Drinks & Powdered Beverages,5,20,Bottle,137,35,0,0,Weekend demand
TXN-08725,2/8/2026,20:45,P039,Eden Cheese 160g,"Eggs, Chilled & Frozen Items",4,68,Pack,115,20,0,0,Weekend demand
TXN-08726,2/9/2026,8:20,P015,Nova Multigrain Snack 40g,"Snacks, Biscuits & Sweets",5,18,Pack,144,45,0,0,Regular sale
TXN-08727,2/9/2026,10:35,P046,Palmolive Shampoo Sachet,Personal Care,3,7,Sachet,57,40,0,0,Regular sale
TXN-08728,2/9/2026,10:40,P029,Rice per Kilo,Rice & Staples,8,48,Kilo,466,80,0,0,Regular sale
TXN-08729,2/9/2026,11:05,P024,Sprite 1.5L,Drinks & Powdered Beverages,2,75,Bottle,67,30,0,0,Regular sale
TXN-08730,2/9/2026,11:15,P020,Chippy BBQ 27g,"Snacks, Biscuits & Sweets",3,8,Pack,138,45,0,0,Regular sale
TXN-08731,2/9/2026,11:35,P049,Face Mask 5pcs,Personal Care,2,20,Pack,124,20,0,0,Regular sale
TXN-08732,2/9/2026,11:55,P014,Piattos Cheese 40g,"Snacks, Biscuits & Sweets",10,18,Pack,138,60,0,0,Regular sale
TXN-08733,2/9/2026,12:15,P031,White Sugar 1/2 Kilo,Rice & Staples,3,38,Pack,189,35,0,0,Regular sale
TXN-08734,2/9/2026,12:20,P021,Rebisco Crackers,"Snacks, Biscuits & Sweets",5,8,Pack,72,35,0,0,Regular sale
TXN-08735,2/9/2026,12:20,P035,Magic Sarap Sachet,"Condiments, Sauces & Cooking Needs",8,5,Sachet,269,50,0,0,Regular sale
TXN-08736,2/9/2026,12:30,P023,Coca-Cola 1.5L,Drinks & Powdered Beverages,1,75,Bottle,60,35,0,0,Regular sale
TXN-08737,2/9/2026,12:40,P005,Great Taste White Sachet,Coffee & Breakfast Items,11,12,Sachet,182,50,0,0,Regular sale
TXN-08738,2/9/2026,13:15,P047,Mobile Load 50,Mobile Load & Digital Services,4,50,Load,1678,120,0,0,Regular sale
TXN-08739,2/9/2026,13:35,P013,UFC Spaghetti Sauce 250g,"Noodles, Pasta & Canned Goods",1,28,Pack,90,25,0,0,Regular sale
TXN-08740,2/9/2026,13:40,P002,Nescafe Classic Sachet,Coffee & Breakfast Items,13,8,Sachet,222,45,0,0,Regular sale
TXN-08741,2/9/2026,13:45,P006,Energen Vanilla Sachet,Coffee & Breakfast Items,5,10,Sachet,123,35,0,0,Regular sale
TXN-08742,2/9/2026,13:50,P042,Joy Dishwashing Sachet,Laundry & Cleaning,4,8,Sachet,170,40,0,0,Regular sale
TXN-08743,2/9/2026,14:00,P016,Cloud 9 Classic,"Snacks, Biscuits & Sweets",8,10,Piece,236,50,0,0,Regular sale
TXN-08744,2/9/2026,14:25,P036,Gardenia Tasty Bread,Bread & Bakery,1,78,Loaf,34,18,0,0,Regular sale
TXN-08745,2/9/2026,14:30,P037,Egg Medium,"Eggs, Chilled & Frozen Items",9,9,Piece,349,90,0,0,Regular sale
TXN-08746,2/9/2026,14:50,P019,Oishi Prawn Crackers,"Snacks, Biscuits & Sweets",6,8,Pack,104,45,0,0,Regular sale
TXN-08747,2/9/2026,15:20,P003,Milo Sachet 24g,Coffee & Breakfast Items,9,12,Sachet,200,45,0,0,Regular sale
TXN-08748,2/9/2026,15:25,P009,Mega Sardines 155g,"Noodles, Pasta & Canned Goods",3,23,Can,81,45,0,0,Regular sale
TXN-08749,2/9/2026,15:30,P028,Tang Orange Sachet,Drinks & Powdered Beverages,3,20,Sachet,108,30,0,0,Regular sale
TXN-08750,2/9/2026,16:40,P030,Brown Sugar 1/2 Kilo,Rice & Staples,2,36,Pack,223,35,0,0,Regular sale
TXN-08751,2/9/2026,17:10,P041,Surf Detergent Sachet,Laundry & Cleaning,8,7,Sachet,441,55,0,0,Regular sale
TXN-08752,2/9/2026,17:20,P018,Fudgee Barr Chocolate,"Snacks, Biscuits & Sweets",3,10,Piece,238,45,0,0,Regular sale
TXN-08753,2/9/2026,17:30,P027,Zesto Orange 200ml,Drinks & Powdered Beverages,2,12,Pack,267,45,0,0,Regular sale
TXN-08754,2/9/2026,18:05,P040,Ariel Detergent Sachet,Laundry & Cleaning,10,8,Sachet,374,55,0,0,Regular sale
TXN-08755,2/9/2026,18:05,P044,Safeguard Soap 60g,Personal Care,1,28,Piece,210,35,0,0,Regular sale
TXN-08756,2/9/2026,18:15,P007,Lucky Me Pancit Canton,"Noodles, Pasta & Canned Goods",4,17,Pack,477,75,0,0,Regular sale
TXN-08757,2/9/2026,18:20,P011,555 Tuna Afritada 155g,"Noodles, Pasta & Canned Goods",3,32,Can,168,25,0,0,Regular sale
TXN-08758,2/9/2026,18:40,P001,Kopiko Blanca Sachet,Coffee & Breakfast Items,7,13,Sachet,260,55,0,0,Regular sale
TXN-08759,2/9/2026,18:50,P022,Mineral Water 500ml,Drinks & Powdered Beverages,12,12,Bottle,382,80,0,1,Promo sale
TXN-08760,2/9/2026,19:05,P039,Eden Cheese 160g,"Eggs, Chilled & Frozen Items",3,68,Pack,112,20,0,0,Regular sale
TXN-08761,2/9/2026,19:15,P004,Bear Brand Powdered Milk,Coffee & Breakfast Items,7,13,Sachet,102,40,0,0,Regular sale
TXN-08762,2/9/2026,19:15,P038,Tender Juicy Hotdog 250g,"Eggs, Chilled & Frozen Items",1,75,Pack,42,18,0,0,Regular sale
TXN-08763,2/9/2026,19:45,P008,Lucky Me Beef Noodles,"Noodles, Pasta & Canned Goods",8,11,Pack,322,55,0,0,Regular sale
TXN-08764,2/9/2026,20:20,P045,Colgate Sachet,Personal Care,8,7,Sachet,50,35,0,0,Regular sale
TXN-08765,2/9/2026,20:40,P026,C2 Green Tea 355ml,Drinks & Powdered Beverages,1,20,Bottle,136,35,0,0,Regular sale
TXN-08766,2/9/2026,20:45,P032,Cooking Oil 250ml,"Condiments, Sauces & Cooking Needs",6,38,Bottle,104,30,0,0,Regular sale
TXN-08767,2/10/2026,8:05,P041,Surf Detergent Sachet,Laundry & Cleaning,8,7,Sachet,433,55,0,0,Regular sale
TXN-08768,2/10/2026,8:25,P018,Fudgee Barr Chocolate,"Snacks, Biscuits & Sweets",5,10,Piece,233,45,0,0,Regular sale
TXN-08769,2/10/2026,10:20,P026,C2 Green Tea 355ml,Drinks & Powdered Beverages,2,20,Bottle,134,35,0,0,Regular sale
TXN-08770,2/10/2026,10:20,P044,Safeguard Soap 60g,Personal Care,3,28,Piece,207,35,0,0,Regular sale
TXN-08771,2/10/2026,10:25,P035,Magic Sarap Sachet,"Condiments, Sauces & Cooking Needs",8,5,Sachet,261,50,0,0,Regular sale
TXN-08772,2/10/2026,10:30,P003,Milo Sachet 24g,Coffee & Breakfast Items,5,12,Sachet,195,45,0,0,Regular sale
TXN-08773,2/10/2026,10:35,P030,Brown Sugar 1/2 Kilo,Rice & Staples,2,36,Pack,221,35,0,0,Regular sale
TXN-08774,2/10/2026,11:00,P027,Zesto Orange 200ml,Drinks & Powdered Beverages,9,12,Pack,258,45,0,0,Regular sale
TXN-08775,2/10/2026,11:00,P050,Ballpen Black,School & Office Supplies,1,10,Piece,193,25,0,0,Regular sale
TXN-08776,2/10/2026,11:05,P005,Great Taste White Sachet,Coffee & Breakfast Items,8,12,Sachet,174,50,0,0,Regular sale
TXN-08777,2/10/2026,11:20,P031,White Sugar 1/2 Kilo,Rice & Staples,1,38,Pack,188,35,0,0,Regular sale
TXN-08778,2/10/2026,11:40,P015,Nova Multigrain Snack 40g,"Snacks, Biscuits & Sweets",7,18,Pack,137,45,0,0,Regular sale
TXN-08779,2/10/2026,11:40,P049,Face Mask 5pcs,Personal Care,1,20,Pack,123,20,0,0,Regular sale
TXN-08780,2/10/2026,11:50,P008,Lucky Me Beef Noodles,"Noodles, Pasta & Canned Goods",9,11,Pack,313,55,0,0,Regular sale
TXN-08781,2/10/2026,12:10,P006,Energen Vanilla Sachet,Coffee & Breakfast Items,5,10,Sachet,118,35,0,0,Regular sale
